,sent_type,university,sent_id,aligned_to,sentence,cs_word_id,preceding_zh,first_cs_word_zh,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,eng_translation,preceding_eng,first_cs_word_eng,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,,
237,non-code-switch,CMU,3569,CMU_322,房间 质量 相当 好 ， 请 看 照片 。,8,看,照片,看 照片,dobj 看 照片,The quality of the room is quite good. Please look at the photos.,the,photos,the photos,obl look photos,,
239,non-code-switch,CMU,2995,CMU_323,房子 空间 很大 ， 一 个 人 住 空间 绝对 够 ， 情侣 住 也 会 觉得 很 宽敞 。,3,空间,很大,空间 很大,dep 很大 空间,"The house has a lot of space, one person living space is definitely enough, couples will feel very spacious.",very,spacious,very spacious,xcomp feel spacious,,
241,non-code-switch,CMU,5163,CMU_324,） 厨房 有 餐桌 和 椅子 ， 不 需要 到 客厅 就餐 。,4,有,餐桌,有 餐桌,conj 餐桌 椅子,"The kitchen has a dining table and chairs, so you don't need to go to the living room for eating.",dining,table,dining table,obj has table,,
243,non-code-switch,CMU,4694,CMU_325,租金 每 月 $350 包 水电 ， 具体 入住 日期 及 价格 可 商量 。,12,及,价格,及 价格,dobj 具体 及,Rental is $350 / month for water and electricity package. Specific occupancy date and rate are negotiable.,</s>,rental,</s> rental,nsubj Rental $,,
245,non-code-switch,CMU,4754,CMU_326,可租 五 月 末 到 七 月 末 ， 只 需 交 六月 和 七月 的 房租 即 可 。,17,的,房租,的 房租,dobj 需 的,The rent is available from the end of May to the end of July. You only need to pay the rent for June and July.,</s>,The rent,</s> The rent,nsubj rent available,,
247,non-code-switch,CMU,5018,CMU_329,房间 包括 全 套 家具 ， 可 拎包 入住 。,3,包括,全,包括 全,det 全 家具,"The room is fully furnished, bag occupancy available.",is,fully,is fully,advmod fully furnished,,
249,non-code-switch,CMU,4728,CMU_335,房子 很 大 很 宽敞 。,2,房子,很,房子 很,advmod 很 大,The house is large and spacious.,is,large,is large,conj large spacious,,
251,non-code-switch,CMU,1433,CMU_336,能够 接手 这些 家具 的 优先 考虑 。,4,这些,家具,这些 家具,nmod:assmod 家具 考虑,Able to handle the furniture is a plus.,the,furniture,the furniture,obj handle furniture,,
253,non-code-switch,CMU,7523,CMU_337,其他 考场 价格 根据 具体 距离 而 定 。,5,根据,具体,根据 具体,amod 具体 距离,Other test rooms are priced according to the specific distance.,the,specific,the specific,amod specific distance,,
255,non-code-switch,CMU,6857,CMU_339,细节 可 看 下方 连接 ， 9-9.,4,看,下方,看 下方,dobj 看 下方,"See the link below, 9-9 for details.",link,below,link below,advmod link below,,
257,non-code-switch,CMU,100,CMU_341,真的 是 拎包 入住 ！,3,是,拎包,是 拎包,root  拎包,It's really a bag check in!,a,bag,a bag,compound bag check,,
259,non-code-switch,CMU,2688,CMU_345,一 个 男生 ， 两 个 女生 。,7,个,女生,个 女生,root  女生,One boy and two girls.,two,girls,two girls,conj boy girls,,
261,non-code-switch,CMU,547,CMU_366,要求 ： 希望 你 是 个 爱 干净 的 女生 。,7,个,爱,个 爱,nsubj 爱 干净,Requirements: I hope you are a clean girl.,</s>,requirements,</s> requirements,root Requirements,,
263,non-code-switch,CMU,3314,CMU_372,带 前 后院 和 独立 车库 。,3,前,后院,前 后院,conj 后院 车库,With front backyard and detached garage.,front,backyard,front backyard,root backyard,,
265,non-code-switch,CMU,4317,CMU_373,也可以 提供 床上 用品 等 。,2,可以,提供,可以 提供,root  可以,Bedding can also be provided.,be,provided,be provided,root provided,,
267,non-code-switch,CMU,5798,CMU_375,此 房 月 租金 月 租金 为 $1100 ， 现出 租 卧室 ， 价格 一揽子 计划 --$500 ， 具体 可 面议 。,2,此,房,此 房,compound:nn 房 租金,"The rent for this house is $1100 per month. Bedroom available. Package price: $500, negotiable.",. ,Bedroom,.  Bedroom,nsubj Bedroom available,,
269,non-code-switch,CMU,1589,CMU_377,（ 举个 例子 ， 10：30 的 课 ， 10：10 分 起床 都 来 的 及 。,6,30,的,30 的,case 10 ：,"(For example, for a 10:30 class, you can get up at 10:10.",for,a,for a,det a class,,
271,non-code-switch,CMU,2542,CMU_380,留学 人员 持有 此 证明 还 可以 享受 购买 国产 汽车 免税 等 多 项 优惠 政策 。,4,持有,此,持有 此,det 此 证明,Overseas students with this certificate can also enjoy a number of preferential policies such as duty-free purchase of domestic cars.,with,this,with this,det this certificate,,
273,non-code-switch,CMU,4830,CMU_381,房间 : 出租 的 是 客厅 .,6,是,客厅,是 客厅,root  客厅,Room: The living room is for rent.,: ,The living room,:  The living room,compound living room,,
275,non-code-switch,CMU,4602,CMU_382,条件 ： 女生 ， 爱 干净 。,1,</s>,条件,</s> 条件,dep 条件 爱,"Condition: girl, love clean.",</s>,Condition,</s> Condition,root condition,,
277,non-code-switch,CMU,3175,CMU_385,目前 有 一 个 卧室 出租 ， 随时 入住 都 可以 。,5,个,卧室,个 卧室,compound:nn 卧室 出租,There is one bedroom available for rent at any time.,one,bedroom,one bedroom,nsubj is bedroom,,
279,non-code-switch,CMU,2003,CMU_386,目前 还 有 两 个 卧室 可以 租 。,7,卧室,可以,卧室 可以,aux:modal 可以 租,Two bedrooms are available for rent at the moment.,are,available,are available,root available,,
281,non-code-switch,CMU,1527,CMU_392,此 房 的 主要 优点 是 价格 便宜 ， 交通 便利 ， 家具 设施 齐备 。,2,此,房,此 房,nmod:assmod 房 优点,"The main advantages of this house are its low price, convenient transportation and complete furnishings.",this,house,this house,nmod advantages house,,
283,non-code-switch,CMU,1453,CMU_400,关于 房东 ： 房东 在 匹 大 工作 ， 从事 科研 工作 。,7,匹,大,匹 大,amod 大 工作,"About the landlord: the landlord in the University of Pittsburgh, engaged in scientific research work.",the,landlord,the landlord,appos landlord landlord,,
285,non-code-switch,CMU,5705,CMU_401,我们 准备 出租 一 楼 的 客厅 和 二 楼 的 一 间 卧室 ， 客厅 480$ 每 月 左右 .,18,$,每,$ 每,det $ 每,We are going to rent the living room on the first floor and one bedroom on the second floor. The living room is about 480 dollars per month.,per,month,per month,nmod dollars month,,
287,non-code-switch,CMU,4834,CMU_405,房间 里 有 床 ， 有 桌子 等 所有 生活 必须 家具 ， 所以 完全 可以 拎包 入住 。,4,有,床,有 床,dobj 有 床,"The room has a bed, a table and all the furniture necessary for life, so you can carry a bag.",a,bed,a bed,obj has bed,,
289,non-code-switch,CMU,4128,CMU_406,网络 都 有 电缆 和 插口 ， 只要 给 网络 公司 打 电话 开通 就 能够 上网 。,4,有,电缆,有 电缆,conj 电缆 插口,"The network has a cable and socket, as long as the network company to make a call to open the Internet.",a,cable,a cable,obj has cable,,
291,non-code-switch,CMU,4116,CMU_409,三 层 楼 各 有 一 个 卫生间 。,8,个,卫生间,个 卫生间,dobj 有 卫生间,Each of the three floors has a bathroom.,a,bathroom,a bathroom,obj has bathroom,,
293,non-code-switch,CMU,1604,CMU_411,价格 可以 再 商量 。,1,</s>,价格,</s> 价格,nsubj 价格 商量,The price can be negotiated.,</s>,The price,</s> The price,nsubj:pass price negotiated,,
295,non-code-switch,CMU,5355,CMU_412,价格 和 时间 好 商量 。,1,</s>,价格,</s> 价格,conj 价格 时间,Price and time are easy to negotiate.,</s>,Price,</s> Price,nsubj Price easy,,
297,non-code-switch,CMU,455,CMU_419,连续 两 年 的 暑期 短 租 的 房客 评价 都 非常 好 。,5,的,暑期,的 暑期,nsubj 暑期 短,"For two consecutive years, the tenants of the short summer rental are very good reviews.",short,summer,short summer,compound summer rental,,
299,non-code-switch,CMU,328,CMU_421,有 专人 负责 开门 和 接受 快递 包裹 。,6,和,接受,和 接受,conj 开门 接受,There are people who open doors and accept express packages.,and,accept,and accept,conj open accept,,
301,non-code-switch,CMU,951,CMU_423,图片 如下 ： 卧室 ：,1,</s>,图片,</s> 图片,nsubj 图片 如下,The picture is as follows:,</s>,The picture,</s> The picture,nsubj picture is,,
303,non-code-switch,CMU,7256,CMU_425,好 东西 。,2,好,东西,好 东西,root  东西,A good thing.,good,thing,good thing,root thing,,
305,non-code-switch,CMU,5968,CMU_428,全新 塑料 食品 保鲜 盒 。,2,全新,塑料,全新 塑料,compound:nn 塑料 食品,New plastic food crisper.,New,plastic,New plastic,amod plastic food,,
307,non-code-switch,CMU,6222,CMU_432,想要 大 一 点 的 书桌 ， 结构 简单 的 好 求 椅子 ， 舒服 一点 的 ；,1,</s>,想要,</s> 想要,root  想要,"Want a bigger desk, simple structure of good chair, a little more comfortable;",</s>,Want,</s> Want,root want,,
309,non-code-switch,CMU,5719,CMU_436,房间 有 照片 ， 回头 我 可以 给 发 邮件 看 照片 。,9,给,发,给 发,compound:nn 发 邮件,There's a picture in the room. I can email it later.,can,email,can email,root email,,
311,non-code-switch,CMU,7246,CMU_437,白色 陶瓷 盘子 ， 有 大 有 小 。,2,白色,陶瓷,白色 陶瓷,compound:nn 陶瓷 盘子,"White ceramic plates, big and small.",White,ceramic,White ceramic,amod ceramic plates,,
313,non-code-switch,CMU,5293,CMU_440,看看 还 有 没 有 人 要 租 ～ 还 有 人 要 租 吗 ？,12,有,人,有 人,nsubj 人 租,Let's see if anyone still wants to rent it.,if,anyone,if anyone,nsubj anyone wants,,
315,non-code-switch,CMU,1666,CMU_441,客厅 完全 隔离 ， 所有 遮光 布 屏风 窗帘 配备 齐全 。,6,所有,遮光,所有 遮光,compound:nn 遮光 布,The living room is completely segregated and all shading cloth screen curtains are fully equipped.,all,shading,all shading,amod shading curtains,,
317,non-code-switch,CMU,4518,CMU_444,下面 是 公寓 的 房型 和 相关 图片 ， 非 骗子 链接 。,3,是,公寓,是 公寓,nmod:assmod 公寓 房型,"Below is the apartment type and related pictures, non - cheater link.",the,apartment,the apartment,compound apartment type,,
319,non-code-switch,CMU,1912,CMU_446,站在 门口 拍 这 间 屋子 ， 就是 这么 大 ！,2,在,门口,在 门口,dobj 站 在,Stand in the doorway and photograph the room. That's how big it is!,in,the doorway,in the doorway,obl Stand doorway,,
321,non-code-switch,CMU,4994,CMU_452,简易 户型 图 ：,1,</s>,简易,</s> 简易,amod 简易 户型,Simple house layout:,</s>,Simple,</s> Simple,amod Simple layout,,
323,non-code-switch,CMU,4454,CMU_453,希望 去 学校 和 超市 方便 点 。,2,希望,去,希望 去,conj 去 方便,Hope to go to school and supermarket convenient point.,to,go to,to go to,xcomp Hope go,,
325,non-code-switch,CMU,1591,CMU_456,附近 大学 老师 和 学生 居多 。,3,大学,老师,大学 老师,conj 老师 学生,Teachers and students from nearby universities are in the majority.,</s>,Teachers,</s> Teachers,nsubj Teachers majority,,
327,non-code-switch,CMU,1384,CMU_461,入口 有 监控 ， 安全 。,3,有,监控,有 监控,dobj 有 监控,"The entrance is monitored, secure.",is,monitored,is monitored,root monitored,,
329,non-code-switch,CMU,3355,CMU_464,我 住到 十二月 底 ， 同学 住 到 二月 底 。,6,，,同学,， 同学,nsubj ， 同学,I live until the end of December and my classmates until the end of February.,my,classmates,my classmates,conj end classmates,,
331,non-code-switch,CMU,3185,CMU_465,水电 暖 全 包 ， 网 费 另 算 ， 家具 全 。,6,，,网,， 网,compound:nn 网 费,"Water, electricity and heating are all included, net fee is calculated separately, furniture is all.","included,",net,"included, net",compound net fee,,
333,non-code-switch,CMU,2814,CMU_470,公寓 有 封闭 的 车库 配套 。,6,车库,配套,车库 配套,dobj 有 配套,The apartment has an enclosed garage.,an,enclosed,an enclosed,amod enclosed garage,,
335,non-code-switch,CMU,824,CMU_479,二 层 三 个 卧室 公用 一 个 卫生间 （ 装修 好的 地下室 还 有 一 个 带 浴室 的 备用 卫生间 ） 。,6,卧室,公用,卧室 公用,amod 公用 卫生间,The three bedrooms on the second floor share one bathroom (there is also a spare bathroom with bath in the finished basement).,floor,share,floor share,root share,,
337,non-code-switch,CMU,5099,CMU_484,吃饭 的 时候 也 看 着 这样 的 窗外 ， 舒心 ！,5,也,看,也 看,root  看,"When having a meal also looked at such a window, comfortable!",also,looked,also looked,root  looked,,
339,non-code-switch,CMU,7288,CMU_486,能 帮 上 忙 的 同学 联系 下 我 ， 万分 感激 ！,3,帮,上,帮 上,det 上 忙,"Can help the students to contact me, very grateful!",to,contact,to contact,xcomp help contact,,
341,non-code-switch,CMU,7508,CMU_488,销售 兼职 要求 能 完成 销售 指标 ， 了解 产品 ， 回答 客户 疑问 ， 独立 处理 复杂 问题 及 团队 合作 精神 。,20,问题,及,问题 及,cc 及 精神,"Sales part-time job requires the ability to meet sales targets, understand products, answer customer questions, deal with complex problems independently and work as a team player.",independently,and,independently and,cc and work,,
343,non-code-switch,CMU,3598,CMU_489,客厅 有 两 间 卧室 那么 大 ， 具体 看 怎么 改造 。,1,</s>,客厅,</s> 客厅,nsubj 客厅 有,"The sitting room has two bedrooms so big, see how to transform specifically.",</s>,The sitting room,</s> The sitting room,compound sitting room,,
345,non-code-switch,CMU,2451,CMU_493,已经 联系 过 房产 中介 ， 需要 三 个 人 一起 提交 申请 。,10,个,人,个 人,dobj 需要 人,"I have contacted the real estate agent, and three people need to submit the application together.",three,people,three people,nsubj people need,,
347,non-code-switch,CMU,4554,CMU_494,设施 ： 两 个 房间 已经 有 床 。,5,个,房间,个 房间,nsubj 房间 有,Amenities: Two rooms already have beds.,: ,Two rooms,:  Two rooms,nsubj rooms have,,
349,non-code-switch,CMU,1562,CMU_496,五月 可以 入住 。,1,</s>,五月,</s> 五月,nmod:tmod 五月 入住,Available in May.,in,May,in May,obl Available May,,
351,non-code-switch,CMU,4726,CMU_500,如有 意向 可以 发 邮件 或 电话 联系 ， 可以 提供 更 详细 的 情况 。,15,的,情况,的 情况,dobj 可以 的,"If you have the intention to email or telephone contact, you can provide more detailed information.",the,intention,the intention,obj have intention,,
353,non-code-switch,CMU,2928,CMU_502,户型 ： 一 室 一 厅 ， 带 浴室 厨房 。,1,</s>,户型,</s> 户型,dep 户型 带,"House type: one bedroom, one living room with bathroom and kitchen.",</s>,House type,</s> House type,root type,,
355,non-code-switch,CMU,5042,CMU_510,房间 里 有 家具 ： 床 ， 桌子 椅子 ， 灯 ， 衣架 .,8,，,桌子,， 桌子,compound:nn 桌子 椅子,"There is furniture in the room: bed, table, chair, lamp, clothes hanger.",", ",table,",  table",conj bed table,,
357,non-code-switch,CMU,2993,CMU_515,家里 有所 有 家具 ( 床 ， 桌子 椅子 ， 客厅 沙发 等等 等等 ) 还有 厨具 ， 不 需要 带 。,11,，,客厅,， 客厅,compound:nn 客厅 沙发,"The home has furniture (bed, table, chair, living room, sofa, etc.) and kitchen utensils, do not need to bring.",", ",living room,",  living room",compound living room,,
