sent_type,university,sent_id,aligned_to,original_sentence,eng_translation,zh_translation,cs_word_id,first_cs_word_form,first_cs_word_translation,preceding_word,preceding_word_translation,ngram_eng,ngram_zh,dep_eng,dep_zh ,word_freq_zh,word_freq_eng,cs_word_pos_zh,cs_word_pos_eng,cs_word_length_zh,cs_word_length_eng,sentence_length_zh,ngram_surp_zh,dep_surp_zh,ngram_surp_eng,dep_surp_eng,cs_back_word,,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,surprisal_first_cs_word_trans
code-switch,CMU,98,CMU_1997,房东人 很 nice 。,The landlord is very nice.,房东人 很 好 。,3,nice,好,很,very,very nice,很 好,root nice,root 好 ,33.99205262349190,10.3470245,VA,JJ,1,4,4,3.559633,4.301361,7.8276305,4.5009704,,,0,root,10.51329 3.645963 3.559633 1.655329,4.84355375,7.792737443373910,6.786498474836820,4,0,1,0,3.645963,3.559633
code-switch,CMU,99,CMU_4577,由 正规 公司 管理 ， 欢迎 email 联系 咨询 详细 。,"By the formal management of the company, welcome to contact email consultation details.",由 正规 公司 管理 ， 欢迎 发 邮件 联系 咨询 详细 。,7,email,发,欢迎,welcome,welcome email,欢迎 发,compound email details,nmod 发 详细,34.92896808073730,12.6437008,VV,NN,1,5,12,4.866854,4.630366,6.018071,4.6702914,联系,,6,ccomp,2.736628 5.054559 3.455236 2.731372 0.7125732 5.000037 4.866854 5.67024 3.218899 5.395529 5.34878 1.984262,3.8479141,7.630218513876140,8.716408282545690,5,1,0,0,5.000037,4.866854
code-switch,CMU,102,CMU_2208,卧室 内 家具 齐全 ， queen size 床 ， 拎包 入住 。,"Bedroom is fully furnished, Queen size bed, move-in bag.",卧室 内 家具 齐全 ， 标准 双人床 ， 拎包 入住 。,6,queen,标准,，,.,. queen,， 标准,compound queen bed,nsubj 标准 人床,34.938702177633500,10.9020825,NN,NNP,2,5,11,4.384405,3.7438173,4.553756,4.212377,床,,7,compound:nn,6.527233 1.467137 5.110596 6.166569 0.370216 4.384405 8.131271 1.520604 10.51329 5.243498 0.9292497,4.578551700000000,8.004911963317550,11.319097967990100,5,1,0,1,6.166569,4.384405
code-switch,CMU,103,CMU_2557,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街趴 。,"There's parking for indoor and outdoor Spaces, and there's free parking in all the surrounding neighborhoods.",有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街趴 。,2,indoor,室内,有,There are,There are indoor,有 室内,amod indoor spaces,nmod 室内 车场,38.51760164316800,12.6467117,NN,NNP,2,6,16,4.671109,4.341498,4.350958,4.0074234,和,,4,conj,2.715695 4.671109 2.146345 0.1856366 0.903634 4.423057 0.6882755 2.88387 3.898997 0.5708259 3.0234 1.897645 1.602715 2.222576 10.51329 1.427697,2.735923,11.319097967990100,10.220485679322000,6,2,0,0,2.715695,4.671109
code-switch,CMU,107,CMU_4120,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,I am a young professional who has just graduated. I am quiet and easy to get along with. I also like to go out for fun at home.,我 是 刚 毕业 没 多久 的 年轻 工作者 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,8,young,年轻,的,the,the young,的 年轻,amod young professional,amod 年轻 工作者,36.3680288667122,8.3685501,JJ,JJ,2,5,21,3.864295,2.773131,2.6950684,2.6785066,安静,,9,amod,3.527254 1.29398 4.810775 1.513105 5.460276 6.227167 1.322219 3.864295 4.438061 0.7901119 5.789106 4.72127 3.757492 0.7833342 3.047284 6.876254 2.990236 3.829176 5.053157 5.78364 1.460633,3.6828012428571400,10.625950787430100,10.625950787430100,5,1,0,0,1.322219,3.864295
code-switch,CMU,108,CMU_2484,整个 公寓 总共 两 人 share ， 两 人 比较 好 协调 。,"The whole apartment is shared by two people, so it is easier for them to coordinate.",整个 公寓 总共 两 人 共用 ， 两 人 比较 好 协调 。,6,share,共用,人,people,people share,人 共用,root shared,root 共用,40.0576172186791,9.48778941,JJ,NN,2,5,13,10.16642,4.383787,3.5708385,3.4538605,两,,9,dep,3.732348 4.220335 5.209058 2.902849 1.009909 10.51329 1.197862 2.692784 0.4726976 4.174567 1.9546 5.860777 1.257738,3.476831892307690,7.7081800553458500,11.319097967990100,5,3,0,0,1.009909,10.16642
code-switch,CMU,110,CMU_3568,户型 ： 一 楼 是 超大 living room ， dining room ， sun room 及 厨房 。,"Type: The first floor is a large living room, dining room, sun room and kitchen.",户型 ： 一 楼 是 超大 客厅 ， 餐厅 ， 阳光 房及 厨房 。,7,living,客厅,超大,Very large,Very large living,超大 客厅,compound living room,parataxis 户型 客厅,39.6219352948563,8.86112033,NN,VBG,2,6,14,6.825455,6.881863,4.2677684,3.344462,及,,0,root,6.482378 2.276336 2.337307 5.848589 1.85848 5.275753 6.825455 0.8922411 4.948161 0.8645111 5.011185 7.009802 2.467295 1.231964,3.8092469428571400,8.644949318563540,7.630218513876140,6,0,1,0,5.275753,6.825455
code-switch,CMU,117,CMU_6864,还有 其他 utility 吗 ？,Are there any other Utility?,还有 其他 设施 或 服务 吗 ？,3,utility,设施,其他,other,other utility,其他 设施,nsubj are utility,obj 有 设施,35.96312358280600,10.8449231,NN,NN,2,7,7,3.005598,3.6569927,7.53318,5.07059,吗,,5,conj,3.674056 1.284562 3.005598 2.843339 2.929498 4.827384 0.328867,2.6990434285714300,8.041953234997890,9.239656426310240,7,2,0,0,1.284562,3.005598
code-switch,CMU,119,CMU_7309,大家 住 过 house 就 知道 房东 有 多 重要 了 ！,"If you have lived in a house, you will know how important a landlord is!",大家 住 过 整套 房子 就 知道 房东 有 多 重要 了 ！,4,house,整套,过,pass,pass house,过 整套,obl lived house,det 整套 房子,38.58763053090520,8.30273283,JJ,NNP,2,5,13,6.517437,3.6357024,8.72425,5.143304,就,,5,amod,4.683601 3.948543 1.569363 6.517437 5.147523 2.278888 2.837215 6.385777 2.764953 2.151057 3.05338 2.957633 4.494481,3.7530654615384600,6.694125154705800,10.913632859881900,5,1,0,0,1.569363,6.517437
code-switch,CMU,124,CMU_6529,house 出租 2018 .,House for rent 2018.,房屋 出租 2018 。,1,house,房屋,<s>,<s>,<s> house,<s> 房屋,root house,nmod 房屋 出租,36.7830685525605,8.30273283,NN,NNP,2,5,4,8.677697,4.039695,5.313124,3.9798412,出租,,2,nsubj,8.677697 5.308383 10.51329 1.427697,6.481766750000000,6.694125154705800,9.709660055555970,5,1,0,,,8.677697
code-switch,CMU,125,CMU_4618,房型 ： house 一 层 ， 与 二 层 完全 独立 。,Room type: The first floor of the house is completely independent from the second floor.,房型 ： 房屋 一 层 与 二 层 完全 独立 。,3,house,房屋,：,:,: house,： 房屋,nmod floor house,nmod 房屋 层,36.7830685525605,8.30273283,NN,NNP,2,5,11,8.976678,4.039695,1.2904496,3.6325114,一,,10,nsubj,7.042348 1.927382 8.976678 2.55689 2.296043 2.484833 2.465588 1.938254 4.093063 1.923676 0.7017931,3.309686190909090,6.694125154705800,9.709660055555970,5,7,0,1,7.042348,8.976678
code-switch,CMU,134,CMU_3873,餐厅 和 deck 之前 是 全 景 玻璃 门 。,The dining room and deck are preceded by full-view glass doors.,餐厅 和 露台 之前 是 全 景 玻璃 门 。,3,deck,露台,和,and,and deck,和 露台,conj room deck,conj 餐厅 露台,43.62384283775320,10.9060863,NN,NN,2,4,10,5.55037,4.0942783,5.093404,3.6664047,之前,,9,advmod:loc,5.144928 1.378013 5.55037 4.229301 1.97509 3.285253 4.461344 5.595474 4.230506 1.224649,3.7074928,10.220485679322000,12.012245148550000,4,6,0,0,1.378013,5.55037
code-switch,CMU,140,CMU_1456,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 offer ！,"Geomantic treasure ground, the building Lord is here interview and get the offer of metaphysical company!",风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 录取 ！,15,offer,录取,的,the,the offer,的 录取,obj get offer,obj 拿到 录取,39.05661914182460,9.57192615,NN,NN,2,5,16,5.249349,5.573777,3.7303376,4.9738984,,,9,dobj,5.336814 6.935758 0.5571634 5.147001 3.516645 5.659071 1.167076 1.243038 6.052634 1.998695 3.975261 6.499482 3.699607 1.003824 5.249349 4.715149,3.9222854625000000,10.220485679322000,12.012245148550000,5,6,0,0,1.003824,5.249349
code-switch,CMU,143,CMU_4113,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 available 。,"If you need a house, please contact me. The house is still available.",需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 可 租 。,13,available,可,依然,still,still available,依然 可,root available,aux 可 租 ,34.18355738652350,8.86028122,VV,JJ,1,9,15,2.768356,1.153662,7.8870516,3.1592522,,,14,aux:modal,3.98786 6.059936 1.138269 3.408282 3.764669 3.53085 4.016349 3.705003 1.027943 3.133736 3.727603 4.957556 2.768356 6.025867 1.742426,3.532980333333330,8.323365694436080,7.2500712137522600,9,1,0,0,4.957556,2.768356
code-switch,CMU,145,CMU_4621,且 在 寒冷 的 匹兹堡 cover 所有 暖气 费 ！,And in cold Pittsburgh cover all the heating bills!,且 在 寒冷 的 匹兹堡 包含 所有 暖气 费 ！,6,cover,包含,匹兹堡,Pittsburgh,Pittsburgh cover,匹兹堡 包含,root cover,root 包含,36.5059715736465,9.7257269,VV,NNP,2,5,10,4.39348,2.8318784,3.9192178,3.8520398,所有,,0,root,4.478143 1.523432 4.078807 0.2972036 5.597507 4.39348 2.135292 6.517469 5.315121 4.565931,3.8902385600000000,9.815020571213800,9.067806169383580,5,0,1,0,5.597507,4.39348
code-switch,CMU,146,CMU_2055,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， so easy ！,"Renting a new home in winter to IKEA furniture assembly, toss a contract with the power grid procedures, to this direct bag to stay, so easy!",租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， 很 方便 ！,30,so,很,，,.,. so,， 很,advmod so easy,advmod 很 方便,33.813727952520400,6.57704816,AD,CC,1,2,32,3.673991,2.1755795,3.2539513,1.8030436,,,31,advmod,5.387967 6.984185 3.83045 2.606419 3.141396 5.783376 5.260828 6.322951 6.306211 2.666735 4.852299 2.242083 0.8346568 6.85567 1.869645 3.29836 5.560625 5.506878 5.148793 4.47236 0.8859069 4.998147 0.4808174 3.513138 3.827591 3.61388 10.51329 5.243498 1.059009 3.673991 2.741679 5.295875,4.2118346906250000,10.625950787430100,6.498816402385040,2,1,0,1,5.243498,3.673991
code-switch,CMU,150,CMU_3946,房间 宽敞 ， 客厅 更大 ， 可 开 party ， 卧室 里 各 式 家具 齐全 ， 拎包 入住 。,"The room is spacious, the living room is bigger, can open the party, the bedroom each type furniture is complete, carries the bag to move in.",房间 宽敞 ， 客厅 更大 ， 可 开 派对 ， 卧室 里 各 式 家具 齐全 ， 拎包 入住 。,9,party,派对,开,open,open party,开 派对,obj open party,nmod 派对 卧室,40.895667412354000,8.80624243,NN,NNP,2,5,20,2.93414,5.7779155,7.9273634,5.008115,卧室,,8,dobj,5.415995 3.491162 0.1978347 5.857444 5.036211 1.069954 2.541571 4.427718 2.93414 0.31627 6.309508 1.132881 3.38425 3.613105 4.31197 6.23632 0.370216 10.51329 5.243498 0.9292497,3.66662937,8.183603752060920,12.012245148550000,5,1,0,0,4.427718,2.93414
code-switch,CMU,151,CMU_4608,欢迎 text ， 不 能 时时 接 电话 。,"Welcome text, can not always answer the phone.",欢迎 来 短信 ， 不 能 时时 接 电话 。,2,text,来,欢迎,welcome,welcome text,欢迎 来,root text,mark 欢迎 来,33.077264409254300,9.31938509,VV,NN,1,4,10,3.011078,7.4588413,7.131069,4.485474,不,,1,ccomp,5.269867 3.011078 6.385708 0.9125659 2.972998 2.9051 4.680795 4.609364 4.746593 1.274458,3.6768526900000000,9.614349875751650,8.456897087060600,4,1,0,0,5.269867,3.011078
code-switch,CMU,156,CMU_6208,utility 不 包 。,The utility package.,公用 事业 不 包 。,1,utility,公用,<s>,<s>,<s> utility,<s> 公用,compound utility package,nmod 公用 事业,38.16697024010580,10.8449231,JJ,NN,2,7,5,5.688997,4.9158072,4.5258045,4.0206842,不,,2,amod,5.688997 4.815551 3.204154 4.425554 1.307,3.8882512,8.041953234997890,10.913632859881900,7,1,0,,,5.688997
code-switch,CMU,162,CMU_1964,门口 有 bus 到 中国 店 等 。,There are bus to China store at the gate.,门口 有 公交 到 中国 店 等 。,3,bus,公交,有,There are,There are bus,有 公交,nsubj are bus,nsubj 公交 到,39.73689897941280,10.8563339,NN,NN,2,3,8,4.538711,4.244967,4.251194,5.07059,到,,2,dobj,5.976814 1.705884 4.538711 3.104786 2.386387 5.736878 1.791321 0.5152113,3.2194990375000000,7.869110422158480,8.456897087060600,3,1,0,0,1.705884,4.538711
code-switch,CMU,170,CMU_579,main office 就 在 地下 一 楼 ， 咨询 非常 方便 。,"Main Office is located on the first floor of the ground floor, which is very convenient for consultation.",总 办公室 就 在 地下 一 楼 ， 咨询 非常 方便 。,1,main,总,<s>,<s>,<s> main,<s> 总,amod main office,case:pref 总 办公室,34.23604315721520,9.16286641,JJ,JJ,1,4,12,3.760217,5.3508577,5.548935,2.304197,就,,2,amod,3.760217 3.822767 2.97911 0.5183236 3.671516 1.075697 7.34467 0.9246232 5.387879 4.534698 2.645809 0.2552725,3.076715191666670,10.913632859881900,10.625950787430100,4,1,0,,,3.760217
code-switch,CMU,171,CMU_2018,我 希望 租 一 个 房间 前 一 整 年 lease 。,I want to rent a room a whole year before lease.,我 希望 租 一 个 房间 前 一 整 年 的 租期 。,11,lease,的,年,years,years lease,年 的,obl rent lease,case:dec 年 的,29.817858006796200,11.2462142,DEG,NN,1,5,13,1.578519,3.139637,7.712246,4.777488,,,7,case,3.527254 2.50674 5.712935 2.043456 5.461759 3.134434 3.748026 1.618153 7.181557 2.648843 1.578519 4.615898 2.034511,3.524006538461540,7.34880605443795,4.90154902557119,5,4,0,0,2.648843,1.578519
code-switch,CMU,177,CMU_3441,全新 的 宜家 买 的 twin size 的 床 和 书桌 柜子 ， 房间 内 有 closet 。,Brand new IKEA bought twin size bed and desk cabinet with closet in room.,全新 的 宜家 买 的 小 单人床 的 床 和 书桌 柜子 ， 房间 内 有 衣柜 。,6,twin,小,的,the,the twin,的 小,amod twin bed,case:pref 小 单人床,34.793876788142400,11.6496309,JJ,NNP,1,4,18,3.264341,4.0553317,5.1401396,3.5129318,的,,7,amod,4.867811 0.493827 5.645515 5.603597 1.21779 3.264341 7.843886 1.68071 4.804729 1.692756 6.067103 6.854295 0.9378521 5.043272 4.138082 2.289129 6.486927 1.382467,3.9063382833333300,9.614349875751650,8.183603752060920,4,1,0,0,1.21779,3.264341
code-switch,CMU,178,CMU_3533,pn-3 call 或者 text 都 阔 以 。,PN-3 call or text are better.,pn-3 打 电话 或者 发 短信 都 阔 以 。,2,call,打,<s>,<s>,<s> call,<s> 打,nsubj call better,advcl 打 阔,36.090620189109100,8.77807146,VV,NN,1,4,10,4.118957,3.0907154,4.0504346,4.0686326,或者,,0,root,10.51329 4.118957 3.741679 2.905676 4.181838 5.907889 2.712943 5.863269 3.189283 4.390965,4.752578900000000,10.625950787430100,9.709660055555970,4,0,1,0,10.51329,4.118957
code-switch,CMU,180,CMU_6074,我俩 都 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,Both of us are young professionals who have just graduated. We are quiet and easy to get along with. We also like to go out for fun at home.,我俩 都 是 刚 毕业 没 多久 的 年轻 职员 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,9,young,年轻,的,the,the young,的 年轻,amod young professionals,amod 年轻 职员,36.3680288667122,8.3685501,JJ,JJ,2,5,22,3.864295,2.773131,3.873515,2.6785066,安静,,10,amod,6.740252 2.018463 0.7527016 4.602773 1.513105 5.460276 6.227167 1.322219 3.864295 4.438061 0.9570133 5.765639 4.72127 3.757492 0.7833342 3.047284 6.876254 2.990236 3.829176 5.053157 5.78364 1.460633,3.7256564136363600,10.625950787430100,10.625950787430100,5,1,0,0,1.322219,3.864295
code-switch,CMU,185,CMU_1783,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,"You can share most household appliances, kitchen supplies, furniture, etc.",可以 共用 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,2,share,共用,可以,can,can share,可以 共用,root share,root 共用,40.0576172186791,9.48778941,JJ,NN,2,5,12,10.16642,4.383787,3.3978915,3.4568233,大部分,,5,amod,3.535944 10.51329 3.856166 4.945819 5.755992 1.327359 5.47368 5.769539 0.7493532 5.460982 1.84075 0.6264194,4.154607800000000,7.7081800553458500,11.319097967990100,5,3,0,0,3.535944,10.16642
code-switch,CMU,190,CMU_524,一 楼 还 有 一 个 健身房 ， 及 vending machine + 小 食品 店 ， 深夜 饿 了 买 吃 的 方便 。,"There is also a gymnasium on the first floor and a Vending machine + small food shop, which is convenient for people to buy food when they are hungry at night.",一 楼 还 有 一 个 健身房 ， 及 自动 售卖 机和 小 食品 店 ， 深夜 饿 了 买 吃 的 方便 。,10,vending,自动,及,and,and vending,及 自动,compound vending machine,advmod 自动 售卖,37.055874280824900,14.2109885,AD,VBG,2,7,24,4.121259,3.281155,5.0624413,4.5990367,小,,11,advmod,2.791026 5.695485 3.15267 2.490356 1.687232 5.503237 5.305063 0.909708 3.095779 4.121259 4.600164 10.51329 3.482728 4.163713 3.286403 0.622718 5.246314 6.657206 0.6548733 5.906562 4.072104 1.23278 4.903565 0.7897331,3.786832016666670,12.012245148550000,11.319097967990100,7,1,0,0,3.095779,4.121259
code-switch,CMU,193,CMU_4760,家具 ： 整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,"Furniture: The whole house is fully furnished, and the bedroom for rent is fully furnished. It can be packed and transferred at a low price, which is convenient for move-in.",家具 ： 整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,4,house,房子,整个,The whole,The whole house,整个 房子,nsubj:pass house furnished,nmod 房子 家具,37.40390285781070,8.30273283,NN,NNP,2,5,21,4.421189,4.729782,3.0137546,2.9977286,家具,,6,nsubj,5.804013 2.665972 4.296204 4.421189 5.760885 6.166569 0.370216 5.525131 6.347696 5.781268 6.166569 0.370216 2.75564 4.946935 2.996804 2.149022 1.28792 3.941525 10.51329 5.243498 0.9292497,4.211419604761910,6.694125154705800,7.084991463392810,5,2,0,0,4.296204,4.421189
code-switch,CMU,201,CMU_1628,卧室 里 有 一 个 queen bed ， 凉台 上 又 一 个 twin bed 。,There is a queen bed in the bedroom and a twin bed on the balcony.,卧室 里 有 一 个 标准 双人床 ， 凉台 上 又 一 个 单人床 。,6,queen,标准,个,a,a queen,个 标准,compound queen bed,nmod 标准 人床,34.938702177633500,10.9020825,NN,NNP,2,5,15,3.223251,3.5889604,3.9120283,4.212377,凉台,,7,compound:nn,6.527233 1.176091 1.784423 1.141674 5.503237 3.223251 7.978053 1.520604 7.583176 1.491654 3.09885 1.486237 5.773007 7.717259 1.165595,3.8113562666666700,8.004911963317550,11.319097967990100,5,1,0,0,5.503237,3.223251
code-switch,CMU,203,CMU_5869,两 个 block 内 有 各 种 吃 = 的 ， 银行 和 小 超市 。,"The two blocks contain all kinds of food, a bank and a small supermarket.",两 个 街区 内 有 各 种 吃 = 的 ， 银行 和 小 超市 。,3,block,街区,个,a,a block,个 街区,nsubj blocks contain,nsubj 街区 有,40.108620190294500,10.1204818,NN,NNP,2,5,16,3.227555,4.7896338,3.1176898,4.542357,内,,5,advmod:loc,3.065489 0.6650633 3.227555 2.15314 2.459326 3.662312 4.273322 4.942069 4.879489 3.842176 2.064798 5.002532 1.467361 3.210176 4.357368 1.163666,3.15224014375,9.815020571213800,10.066334999494700,5,2,0,0,0.6650633,3.227555
