,sent_type,university,sent_id,aligned_to,sentence,eng_translation,cs_word_id,preceding_zh,first_cs_word_zh,,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,zh_deprel,preceding_eng,first_cs_word_eng,,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,eng_deprel,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_length_zh,cs_word_length_eng,cs_word_dep_dist,cs_word_pos_zh,cs_word_pos_eng,sentence_length_zh,dep_prob_eng,dep_prob_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_eng,dep_surp_zh,llm_surp_zh,llm_surp_eng
81,non-code-switch,CMU,663,CMU_93,匹 大 时间 稍 久 一点 ， 坐 公交 也 很 方便 。,"For a little longer time, the bus is also very convenient.",8,，,坐,7.239988,， 坐,dep 坐 方便,dep,the ,bus,3.9620707,the  bus,nsubj bus convenient,nsubj,53.4143228811067,0.0000000000000,-37.0239873065577,37.0239873065577,15.6623791,0.0000193,-10.8563339,10.8563339,1,3,4,VV,NN,13,-4.489664,-4.918407,9.34785682667004,13.1617140,-13.1617140,0.0001091,-3.9620707,3.9620707,14.8703769,-14.8703769,0.0000334,-4.4764295,4.4764295,7.239988,4.489664,4.918407,23.7531490325928,11.4897842407227
83,non-code-switch,CMU,4512,CMU_95,如果 有 特殊 需要 ， 也 可以 跟 房东 要求 。,"If you have special needs, you can also ask the landlord.",9,跟,房东,7.191703,跟 房东,nmod:prep 房东 要求,nmod:prep,ask,the landlord,0.4242994,ask the landlord,obj ask landlord,obj,61.040861687921,0.000000000000,-42.310301177932,42.310301177932,4.39029524,0.04768584,-3.04312077,3.04312077,2,12,1,NN,DT,11,-5.504575,-5.693626,1.40949209750385,1.4094921,-1.4094921,0.3764442,-0.4242994,0.4242994,21.78112,-21.78112,0.00000,-6.55677,6.55677,7.191703,5.504575,5.693626,22.0753564834595,3.76114225387573
85,non-code-switch,CMU,1739,CMU_97,松鼠 山 治安 很 好 ， 所以 不 需要 担心 晚上 步行 回家 。,"Squirrel Hill is very safe, so there is no need to worry about walking home at night.",1,<s>,松鼠,7.3514414,<s> 松鼠,compound:nn 松鼠 治安,compound:nn,<s>,Squirrel,6.8811045,<s> Squirrel,compound Squirrel Hill,compound,62.13058307164500,0.00000000000000,-43.06563848265620,43.06563848265620,18.5129304,0.0000027,-12.8321855,12.8321855,2,8,2,NN,NN,14,-4.6533237,-5.3426666,22.8585343624059,22.8585344,-22.8585344,0.0000001,-6.8811045,6.8811045,19.7506358,-19.7506358,0.0000011,-5.9455338,5.9455338,7.3514414,4.6533237,5.3426666,17.1682548522949,0.0
87,non-code-switch,CMU,1997,CMU_98,地段 非常 好 ！,Excellent location!,3,非常,好,6.572656,非常 好,root 好,root,<s>,Excellent,6.206477,<s> Excellent,amod Excellent location,amod,49.04016574954840,0.00000000000000,-33.99205262349190,33.99205262349190,14.36802936,0.00004729,-9.95915904,9.95915904,1,9,0,VA,JJ,4,-3.5164073,-4.301361,5.91709838108046,20.617470,-20.617470,0.000001,-6.206477,6.206477,6.9201160,-6.9201160,0.0082573,-2.0831625,2.0831625,6.572656,3.5164073,4.301361,22.6552658081055,0.0
89,non-code-switch,CMU,4577,CMU_99,因为 本人 暑假 回国 ， 希望 能把 卧室 短期 出租 。,"Since I am returning home for the summer vacation, I would like to rent my bedroom for a short time.",7,希望,能把,7.1735477,希望 能把,ccomp 希望 能,ccomp,to ,rent,3.2483873,to  rent,xcomp like rent,xcomp,67.31808070253520,0.00000000000000,-46.66133783966910,46.66133783966910,15.5717408,0.0000205,-10.7935082,10.7935082,2,4,1,VV,NN,11,-3.6147242,-2.9785972,13.5314488877275,10.7909090,-10.7909090,0.0005644,-3.2483873,3.2483873,29.33302,-29.33302,0.00000,-8.83012,8.83012,7.1735477,3.6147242,2.9785972,35.1808881759644,11.307201385498
91,non-code-switch,CMU,2208,CMU_102,全新 装修 厨房 ， 大理石 台面 ， 新 橱柜 ；,"Newly renovated kitchen, marble countertops, new cabinets;",5,，,大理石,7.239988,， 大理石,compound:nn 大理石 台面,compound:nn,", ",marble,4.707431,",  marble",amod marble countertops,amod,58.69805498912710,0.00000000000000,-40.68639132006610,40.68639132006610,16.2848378,0.0000125,-11.2877894,11.2877894,3,6,1,NN,NN,10,-4.3650036,-5.940187,15.6377472936437,15.637747,-15.637747,0.000020,-4.707431,4.707431,17.752068,-17.752068,0.000005,-5.343905,5.343905,7.239988,4.3650036,5.940187,22.2564652760824,12.5860366821289
93,non-code-switch,CMU,2557,CMU_103,有 洁癖 和 特别 乱 的 妹子 不 接受 。,Girls who are squeamish and messy will not accept it.,2,有,洁癖,7.481098,有 洁癖,conj 洁癖 妹子,conj,and,messy,5.1947956,and messy,conj squeamish messy,conj,61.827925893677500,0.000000000000000,-42.855852513071800,42.855852513071800,19.3412755,0.0000015,-13.4063506,13.4063506,2,5,5,NN,NNP,10,-6.3983536,-7.770167,18.7216692063167,17.2567375,-17.2567375,0.0000064,-5.1947956,5.1947956,19.5401401,-19.5401401,0.0000013,-5.8821683,5.8821683,7.481098,6.3983536,7.770167,19.3723745346069,12.6151504516602
95,non-code-switch,CMU,4120,CMU_107,声音 嘛 ， 我们 都 是 不 吵 不 闹 的 好 孩子 ， 天天 默默 写 作业 ， 音乐 视频 插 耳机 ， 所以 安静 又 隐私 。,"In terms of sound, we are both quiet children. We do homework silently every day. We wear headphones for watching music videos, so it is quiet and private.",12,的,好,4.5610795,的 好,amod 好 孩子,amod,noisy,good,4.404897,noisy good,amod good children,amod,49.04016574954840,0.00000000000000,-33.99205262349190,33.99205262349190,10.86502675,0.00053617,-7.53106266,7.53106266,1,4,1,JJ,JJ,29,-2.6485126,-2.8798943,11.2572220337226,14.632751,-14.632751,0.000039,-4.404897,4.404897,11.788217,-11.788217,0.000283,-3.548607,3.548607,4.5610795,2.6485126,2.8798943,30.0802421569824,9.37650489807129
97,non-code-switch,CMU,2484,CMU_108,客厅 超大 ， 并且 很 独立 。,The living room is very large and independent.,2,客厅,超大,7.1670523,客厅 超大,dep 超大 独立,dep,is,very large,2.5925682,is very large,advmod very large,advmod,59.437884973592100,0.000000000000000,-41.199202387891700,41.199202387891700,10.43253562,0.00072359,-7.23128265,7.23128265,2,10,4,JJ,RB,7,-1.9692953,-6.547888,8.61232514149156,8.6123251,-8.6123251,0.0025552,-2.5925682,2.5925682,19.192466,-19.192466,0.000002,-5.777508,5.777508,7.1670523,1.9692953,6.547888,23.9759302139282,6.39332962036133
99,non-code-switch,CMU,3568,CMU_110,一 楼 为 共用 客厅 、 厨房 、 餐厅 。,"The first floor has a shared living room, kitchen and dining room.",5,共用,客厅,7.1670523,共用 客厅,conj 客厅 餐厅,conj,shared,living room,5.1635413,shared living room,compound living room,compound,57.1623695603126,0.0000000000000,-39.6219352948563,39.6219352948563,12.78389436,0.00014180,-8.86112033,8.86112033,2,11,4,NN,NN,10,-3.344462,-4.839668,15.4785717938922,17.1529129,-17.1529129,0.0000069,-5.1635413,5.1635413,20.479398,-20.479398,0.000001,-6.164913,6.164913,7.1670523,3.344462,4.839668,30.706337928772,6.44358730316162
101,non-code-switch,CMU,6864,CMU_117,欢迎 索要 其他 细节 和 照片 。,Other details and photos are welcome.,4,其他,细节,7.259735,其他 细节,conj 细节 照片,conj,Other,details,3.3893683,Other details,nsubj details welcome,nsubj,54.32158644439340,0.00000000000000,-37.65285448747460,37.65285448747460,14.31495519,0.00004906,-9.92237083,9.92237083,2,7,2,NN,NNS,7,-4.0185065,-4.4601045,10.976375602411,11.2592378,-11.2592378,0.0004080,-3.3893683,3.3893683,13.340883,-13.340883,0.000096,-4.016006,4.016006,7.259735,4.0185065,4.4601045,21.7541904449463,12.5049772262573
103,non-code-switch,CMU,7309,CMU_119,已经 买 过 新 床 了 。,I've already bought a new bed.,4,过,新,6.572656,过 新,amod 新 床,amod,a,new,1.5665301,a new,amod new bed,amod,48.62017157970720,0.00000000000000,-33.70093484881480,33.70093484881480,10.7523278,0.0005797,-7.4529457,7.4529457,1,3,1,JJ,NNP,7,-1.8754424,-2.0490186,5.35487666750439,5.2039004,-5.2039004,0.0271313,-1.5665301,1.5665301,11.3117209,-11.3117209,0.0003934,-3.4051673,3.4051673,6.572656,1.8754424,2.0490186,21.0069541931152,4.64205646514893
105,non-code-switch,CMU,6529,CMU_124,现金 卡 135 .,Cash card 135.,1,<s>,现金,7.310274,<s> 现金,nsubj 现金 卡,nsubj,<s>,cash,6.0814047,<s> cash,compound Cash card,compound,54.0482269447342,0.0000000000000,-37.4633761210066,37.4633761210066,14.693356,0.000038,-10.184658,10.184658,2,4,1,NN,NN,4,-3.9422343,-4.970046,20.2019891293101,20.2019891,-20.2019891,0.0000008,-6.0814047,6.0814047,19.73265,-19.73265,0.00000,-5.94012,5.94012,7.310274,3.9422343,4.970046,17.1041688919067,0.0
107,non-code-switch,CMU,4618,CMU_125,大家 都 很 爱 干净 ， 房子 两 周 一 次 大扫除 。,Everyone loves to be clean. The house is cleaned once every two weeks.,7,，,房子,6.94559,， 房子,nsubj 房子 大扫除,nsubj,The,house,3.311642,The house,nsubj:pass house cleaned,nsubj:pass,53.96242516285600,0.00000000000000,-37.40390285781070,37.40390285781070,11.97831148,0.00024784,-8.30273283,8.30273283,2,5,5,NN,NNP,13,-2.9977286,-4.2590475,7.65704924160751,11.001037,-11.001037,0.000488,-3.311642,3.311642,16.766053,-16.766053,0.000009,-5.047085,5.047085,6.94559,2.9977286,4.2590475,21.0261783599854,9.04643058776856
109,non-code-switch,CMU,3873,CMU_134,免费 赠送 厨具 以及 卧室 内 的 家具 ， 包括 床 ， 写字台 ， 椅子 等 。,"Complimentary kitchenware and bedroom furniture, including bed, desk, chair, etc.",5,以及,卧室,7.205999,以及 卧室,nmod 卧室 家具,nmod,and,bedroom,5.680324,and bedroom,compound bedroom furniture,compound,58.0586281945194,0.0000000000000,-40.2431744402093,40.2431744402093,15.9701736,0.0000156,-11.0696808,11.0696808,2,7,3,NN,NN,17,-4.3153777,-5.7990704,29.2611969799591,18.869628,-18.869628,0.000002,-5.680324,5.680324,17.2552183,-17.2552183,0.0000064,-5.1943383,5.1943383,7.205999,4.3153777,5.7990704,26.4939155578613,14.7416372299194
111,non-code-switch,CMU,1456,CMU_140,房东 为人 很 好 而且 很 愿意 认识 不同 背景 的 朋友 。,The landlord is very nice and willing to meet friends from different backgrounds.,12,的,朋友,6.734926,的 朋友,dobj 很 的,dobj,meet,friends,3.2709658,meet friends,obj meet friends,obj,52.00407149845430,0.00000000000000,-36.04647553679140,36.04647553679140,12.99252272,0.00012270,-9.00573049,9.00573049,2,7,8,NN,NNS,13,-4.959558,-5.788172,18.2631723721538,10.8659132,-10.8659132,0.0005358,-3.2709658,3.2709658,12.2680874,-12.2680874,0.0002027,-3.6930623,3.6930623,6.734926,4.959558,5.788172,32.7293634414673,13.7642364501953
113,non-code-switch,CMU,4113,CMU_143,根据 需要 可以 商议 留下 家具 ， 其他 详情 均 可 商议 。,"If necessary, you can negotiate to leave the furniture, other details can be negotiated.",11,均,可,6.3825297,均 可,aux:modal 可 商议,aux:modal,furniture,can be,3.3989112,furniture can be,aux can negotiated,aux,49.31644872148080,0.00000000000000,-34.18355738652350,34.18355738652350,9.19392683,0.00170747,-6.37274446,6.37274446,1,6,1,VV,MD,13,-1.2200798,-4.706599,5.45007615065486,11.2909386,-11.2909386,0.0003991,-3.3989112,3.3989112,5.6626008,-5.6626008,0.0197418,-1.7046127,1.7046127,6.3825297,1.2200798,4.706599,12.7730464935303,1.71114206314087
115,non-code-switch,CMU,4621,CMU_145,冬天 取暖 用 电 可 自行 开关 ， 房东 说 每 户 平均 $45-55/month 。,"In winter, the heating and electricity can be switched on and off by itself, and the landlord said that each household averages $45-55/month.",10,房东,说,6.4618325,房东 说,conj 开关 说,conj,landlord,said,3.8067067,landlord said,conj switched said,conj,47.73422921387180,0.00000000000000,-33.08684639579740,33.08684639579740,9.99652717,0.00097892,-6.92906462,6.92906462,1,4,3,VV,VBD,15,-4.039437,-4.945288,12.4946299510911,12.6456059,-12.6456059,0.0001561,-3.8067067,3.8067067,13.1307433,-13.1307433,0.0001115,-3.9527476,3.9527476,6.4618325,4.039437,4.945288,16.8878974914551,11.399263381958
117,non-code-switch,CMU,2055,CMU_146,非常 安静 安全 的 社区 ， 房子 坐落 地势 平缓 的 地面 ， 入住 舒适 程度 高 、 性价比 高 。,"A very quiet and safe neighborhood with a comfortable, affordable home on gentle ground.",19,、,性价比,7.2360053,、 性价比,advmod 性价比 高,advmod,", ",cost-effective,6.7056246,",  cost-effective",nsubj cost effective,nsubj,61.629768675148200,0.000000000000000,-42.718500395740600,42.718500395740600,19.6375070,0.0000012,-13.6116826,13.6116826,3,14,1,AD,NN,21,-3.6021078,-9.119097,13.4656913210892,22.2756028,-22.2756028,0.0000002,-6.7056246,6.7056246,19.6427512,-19.6427512,0.0000012,-5.9130573,5.9130573,7.2360053,3.6021078,9.119097,26.0753122965495,7.50863599777222
119,non-code-switch,CMU,3946,CMU_150,屋里 家具 ： 一 张 床 ， 书桌 台灯 及 椅子 ， 自 带 书柜 ， 独立 衣帽间 。,"Furniture: a bed, desk lamp and chair, self - contained bookcase, separate cloakroom.",15,带,书柜,7.1807833,带 书柜,dobj 带 书柜,dobj,self-contained,bookcase,7.24104,self-contained bookcase,conj bed bookcase,conj,65.155718995169300,0.000000000000000,-45.162502918857700,45.162502918857700,20.1674523,0.0000008,-13.9790127,13.9790127,2,8,1,NN,NNP,19,-4.5178213,-3.8650324,9.17478869143294,24.05421,-24.05421,0.00000,-7.24104,7.24104,23.2146391,-23.2146391,0.0000001,-6.9883027,6.9883027,7.1807833,4.5178213,3.8650324,35.7624444961548,7.17246341705322
121,non-code-switch,CMU,4608,CMU_151,硬木 地板 ， 不用 担心 清理 地毯 ；,"Hardwood floors, no need to worry about cleaning carpets;",6,担心,清理,7.1670523,担心 清理,ccomp 担心 清理,ccomp,about,cleaning,5.4305625,about cleaning,compound cleaning carpets,compound,54.08884482232890,0.00000000000000,-37.49153028834170,37.49153028834170,16.3962000,0.0000116,-11.3649798,11.3649798,2,8,1,VV,VBG,8,-4.4322796,-3.8893812,17.2204002081785,18.0399381,-18.0399381,0.0000037,-5.4305625,5.4305625,14.5412366,-14.5412366,0.0000419,-4.3773484,4.3773484,7.1670523,4.4322796,3.8893812,17.8588709831238,9.2998857498169
123,non-code-switch,CMU,6208,CMU_156,剩余 物品 已 更新 ！,Remaining items have been updated!,1,<s>,剩余,7.344206,<s> 剩余,amod 剩余 物品,amod,<s>,Remaining,5.618276,<s> Remaining,amod Remaining items,amod,53.4001777696449,0.0000000000000,-37.0141826624292,37.0141826624292,14.5386478,0.0000420,-10.0774227,10.0774227,2,9,1,JJ,VBG,5,-2.8973188,-5.026156,11.1959959091986,18.663509,-18.663509,0.000002,-5.618276,5.618276,17.1074992,-17.1074992,0.0000071,-5.1498704,5.1498704,7.344206,2.8973188,5.026156,18.2480802536011,0.0
125,non-code-switch,CMU,1964,CMU_162,有 兴趣 请 联系 ymin .,Please contact YMIN if you are interested.,2,有,兴趣,7.481098,有 兴趣,dobj 有 兴趣,dobj,are,interested,8.141255,are interested,advcl contact interested,advcl,52.607504043862600,0.000000000000000,-36.464743104299300,36.464743104299300,14.17548855,0.00005404,-9.82569992,9.82569992,2,10,1,NN,JJ,6,-4.107034,-2.4776647,27.0446637121422,27.044664,-27.044664,0.000000,-8.141255,8.141255,12.0873961,-12.0873961,0.0002298,-3.6386688,3.6386688,7.481098,4.107034,2.4776647,34.8189697265625,0.9989413022995
127,non-code-switch,CMU,579,CMU_170,公共 区域 很 大 ， 吃 火锅 很 合适 ！,The common area is large and it's perfect for eating hot pot!,1,<s>,公共,7.344206,<s> 公共,amod 公共 区域,amod,the,common,3.7198813,the common,amod common area,amod,51.70152746689440,0.00000000000000,-35.83676799432040,35.83676799432040,12.19273109,0.00021361,-8.45135718,8.45135718,2,6,1,JJ,JJ,10,-2.7184696,-2.0958445,8.87916100887024,12.3571782,-12.3571782,0.0001906,-3.7198813,3.7198813,14.5884754,-14.5884754,0.0000406,-4.3915687,4.3915687,7.344206,2.7184696,2.0958445,15.6983923912048,11.538104057312
129,non-code-switch,CMU,2018,CMU_171,优先 租 一 年 的 同学 。,Priority to rent for one year.,5,年,的,4.552072,年 的,case 一 的,case,has,the,1.5052847,has the,det the priority,det,43.018075876336200,0.000000000000112,-29.817858006796200,29.817858006796200,4.39029524,0.04768584,-3.04312077,3.04312077,1,3,2,DEG,DT,7,-0.21449684,-6.2141705,8.70381868165937,5.0004475,-5.0004475,0.0312403,-1.5052847,1.5052847,7.1373967,-7.1373967,0.0071028,-2.1485705,2.1485705,4.552072,0.21449684,6.2141705,24.1074714660645,6.25532531738281
131,non-code-switch,CMU,3441,CMU_177,银行 汇款 请 预先 提供 所有 汇款 所 需 的 必须 信息 （ 银行 帐号 、 开户 人 、 账户 类型 等等 ） 。,"For bank transfer, please provide all necessary information (bank account number, account holder, account type, etc.) in advance.",11,的,必须,7.21781,的 必须,amod 必须 信息,amod,all,necessary,1.9896016,all necessary,amod necessary information,amod,49.374076354878100,0.000000000000001,-34.223501818135200,34.223501818135200,12.31565203,0.00019616,-8.53655948,8.53655948,2,9,1,JJ,JJ,24,-3.4719782,-5.3001895,12.8418598002941,6.6093135,-6.6093135,0.0102423,-1.9896016,1.9896016,17.285537,-17.285537,0.000006,-5.203465,5.203465,7.21781,3.4719782,5.3001895,32.2596578598022,3.04111552238464
133,non-code-switch,CMU,3533,CMU_178,一 分 价格 一 分 货 。,You get what you pay for.,5,一,分,5.8762274,一 分,root  分,root,you,pay,0.8634083,you pay,acl:relcl what pay,acl:relcl,49.64377036459340,0.00000000000000,-34.41043946058330,34.41043946058330,13.11563384,0.00011267,-9.09106462,9.09106462,1,3,0,VV,VB,7,-3.7650113,-2.7421377,9.57478504307361,2.8681803,-2.8681803,0.1369594,-0.8634083,0.8634083,17.5514380,-17.5514380,0.0000052,-5.2835093,5.2835093,5.8762274,3.7650113,2.7421377,9.22009658813477,1.1443202495575
135,non-code-switch,CMU,6074,CMU_180,这 就 是 他 告诉 我 的 具体 路程 。,This is the exact distance he told me.,8,的,具体,7.2105746,的 具体,amod 具体 路程,amod,the,exact,3.967597,the exact,amod exact distance,amod,50.23923026179570,0.00000000000000,-34.82318080946560,34.82318080946560,14.9795671,0.0000310,-10.3830447,10.3830447,2,5,1,JJ,NNP,10,-3.449544,-2.7481713,13.6453245828203,13.180072,-13.180072,0.000108,-3.967597,3.967597,13.82806,-13.82806,0.00007,-4.16266,4.16266,7.2105746,3.449544,2.7481713,32.1843004226685,8.05729675292969
137,non-code-switch,CMU,1783,CMU_185,如果 租 满 七 个 月 ， 房租 好 商量 。,"If you rent for seven months, the rent is negotiable.",3,租,满,6.8726544,租 满,amod 满 月,amod,for,seven,2.1603994,for seven,nummod seven months,nummod,53.73474762332340,0.00000000000000,-37.24608881320680,37.24608881320680,13.58893738,0.00008116,-9.41913363,9.41913363,1,5,3,JJ,CD,11,-2.1613963,-4.6890965,7.1766914630378,7.1766915,-7.1766915,0.0069120,-2.1603994,2.1603994,17.859486,-17.859486,0.000004,-5.376241,5.376241,6.8726544,2.1613963,4.6890965,14.0322256088257,9.36660957336426
139,non-code-switch,CMU,524,CMU_190,价格 好 商量 ， 根据 需求 可 送 或者 低价 卖 部分 家居 ， 也 可 拎包 入住 。,"The price is easy to discuss, according to the demand they can send or sell part of the home at a low price, but also store the bags.",10,或者,低价,7.1911974,或者 低价,advmod 低价 卖,advmod,at,a low price,1.5192232,at a low price,obl sell price,obl,66.006372449965700,0.000000000000000,-45.752130962683400,45.752130962683400,6.05284560,0.01506302,-4.19551286,4.19551286,2,11,1,AD,DT,19,-5.3793454,-5.6784325,5.16721463776082,5.0467502,-5.0467502,0.0302536,-1.5192232,1.5192232,19.6400076,-19.6400076,0.0000012,-5.9122314,5.9122314,7.1911974,5.3793454,5.6784325,20.0114054679871,11.8055057525635
141,non-code-switch,CMU,4760,CMU_193,第三 个 卧室 较 大 ， 每 月 租金 是 $615 美金 全 包 ， 包括 网 ， 水 ， 电 ， 气 ， 房租 ， 停车 。,"The third bedroom is larger and the rent is $615 per month, all inclusive, including Internet, electricity, gas, rent and parking.",8,每,月,5.093579,每 月,compound:nn 月 租金,compound:nn,per,month,7.4531665,per month,nmod $ month,nmod,47.43860709544220,0.00000000000001,-32.88193675789680,32.88193675789680,13.77812435,0.00007118,-9.55026805,9.55026805,1,5,1,NN,NN,28,-2.82257,-3.6245193,15.0448993961896,24.7588832,-24.7588832,0.0000000,-7.4531665,7.4531665,17.4208101,-17.4208101,0.0000057,-5.2441864,5.2441864,5.093579,2.82257,3.6245193,31.2697525024414,0.452504247426987
143,non-code-switch,CMU,1628,CMU_201,有 两 个 卧室 出租 ， 都 有 家具 。,"There are two bedrooms for rent, both furnished.",4,个,卧室,7.1875896,个 卧室,compound:nn 卧室 出租,compound:nn,two,bedrooms,3.1494973,two bedrooms,nsubj are bedrooms,nsubj,58.0586281945194,0.0000000000000,-40.2431744402093,40.2431744402093,18.5151967,0.0000027,-12.8337564,12.8337564,2,8,1,NN,NNS,10,-5.07059,-5.316427,10.4624035656419,10.4624036,-10.4624036,0.0007088,-3.1494973,3.1494973,13.4468985,-13.4468985,0.0000896,-4.0479198,4.0479198,7.1875896,5.07059,5.316427,39.1900968551636,14.1574792861938
